"ID","Nom","Type","Deplacement","TypeDeplacement","PointsArmee","TauxProduction","TypeProduction","Evolution","ConditionPour","Nation","Pic","CargMat","CargMil","CargCiv","Detection","Discretion","Camouflage","Domaines","DomainesAttaq","Portee","Precision","Esquive","Couverture","PuissanceOff","PuissanceDef","Armure","Resistance","Rapidite","Moral","Loyaute","TauxProductionSec","TypeProductionSec","CargMV","ArretMarchand","AjustType","AjustTaux","CoutDricks","CoutUnitType","CoutUnitQ","CoutResType1","CoutResQ1","CoutResType2","CoutResQ2","CoutResType3","CoutResQ3","UnitProduite","Flag","Natures","NaturesAttaq","MaxPetitesCibles","Robustesse","ServantType","ServantMin","Attitude","NombrePourRencontres","TirEmbarque","RessourcesProduites1","RessourcesProduites2","UniteRequise","ProductionTypeUnite","ProductionNbrUnite","TempsDeConstruction","EnConstruction","RessourcesRecoltees","TauxRecolte","UniteRequise2","UniteRequise3","AjustRecolteUnite","AjustRecolteTaux","Medecine","CompetenceSpeciale","CompetenceTaux","ChefDeChantier","Terraform","SousType","DemantelerPour","Help","Disette","SousTypeCreatures","Sanitaire","Population","TechnoProhib","ProductionMaxUnite","EquivalentPaysan","AAbattre","ACouvrir","PonteAleatoire","EffetArmures","DegatsMorts","Imparable","TechnoAssoc","LogTypeProhib","UnitExistReq","NomVisible","RencontreAvec","NoteDeConstruction","PonteClassique","Irrigation","PersonnelMinimum","RealPOP","AEpargner","Producteur","LairType","EntretienRes","EntretienQuant","Formation","UniteRequise4","CoutResType4","CoutResQ4","EntretienMaj","PicNV","Endurance","Regime","PicType"
"1216","Mangonneau","Machine","4","MCEngin","330","","Att_Construct","","","","treb2.jpg","0","0","","0","0","-10","Terrestre","Terrestre_Marin_Volant","4","65","0","10","50","50","50","70","3","0","65","","","","","","","12","","","Bois","20","Acier","4","Chevrons de construction","8","1","Mil","Mecanique","Vivant_Monstre_Mort_Mecanique_Batiment","2","","","3","Attaque","1","no","","","Donjon","","","14","20160529131116","","","Catapulte","Catapulte à crâne","","","","","","","","","","","","","","","","","","","yes","","Ignore","Double","","","","01_Armurerie","","","","forteresse","","","4","34","34","","","","","Gobelingénieur","Pierre","20","","","80","Omnivore",""
"1217","Engin pyrotechnique","Machine","1","MCEngin","530","","Techno_Alchi","","","","greekfiremachine.jpg","0","0","","0","10","-10","Terrestre","Terrestre_Marin_Volant","4","90","5","0","38","38","45","80","4","0","65","","","","","","","","Feux grégeois","1","Engrenages","2","Acier","3","Charbon","3","1","Mil","Mecanique","Vivant_Monstre_Mort_Mecanique_Batiment","8","","","2","Attaque","4","yes","","","Engin mécanisé","","","14","20160529131116","","","Institut des sciences","Salar","","","","","","","","","","","","","","","","","","","yes","","Moitier","","demolition","_Brigand_Saltimbanque_Eclaireur_Espion_Marchand_Milicien","BS_PR","01_Alchimiste","","","","","","","4","60","60","","","","","","","","","","90","Omnivore",""
"1218","Testudo","Machine","5","MCFanLourd","16","","Att_Construct","","","","","0","0","","0","5","-10","Terrestre","","","","0","10","","","45","120","","0","100","","","","","_Couv1_","7","6","Sapeur","1","Bois","9","Chevrons de construction","3","Acier","3","1","Mil","Mecanique","","","","","","Attaque","","no","","","Armurerie","","","3","20160729211104","","","","","","","","","","","","","","","","","","","","","","","","","","","","_Saltimbanque_Eclaireur_Espion_Marchand_Milicien_Capitaine","","","","","","","","","4","18","18","","","","","","","","","","100","Omnivore",""
"1219","Chimère écarlate","Creature_Sauvage","7","MCEclaireurs","261","","","","","","cramoisi.jpg","0","0","","85","20","15","Terrestre","Terrestre_Marin","1","50","42","0","9","9","30","40","7","2","40","","","","","","","","","","","","","","","","","Mil","Monstre","Vivant_Monstre_Mort_Mecanique","3","","","","Attaque","3","","","","","","","","20160529131634","","","","","","","","Berserk","6","","","","","","","","","Rencontre","","","","","","","Moitier","Moitier","poison","","","","","","","","","","2","","","Antre","","","","","","","","","80","Carnivore",""
"1220","Byakhee","Creature_Air","7","MCVolant","77","","","","","","byakhee.jpg","0","0","","85","30","20","Terrestre_Volant","Terrestre_Marin_Volant","1","40","50","12","4","4","10","6","7","2","50","","","","","","","","","","Hasgardos","1","","","","","5","Mil","Monstre","Vivant_Monstre_Mort_Mecanique_Magique","1","","","","Attaque","15","","","","","","","5","20160529131634","","","","","","","","Confusion","1","","","","","","","Pacte","","Rencontre","","","","Demons","","","","Tiers","lune_poison","","","","","Gargouilles","","hall","","","0","","","Crypte abandonnée","","","","","","","","","90","Charognard",""
"1221","Goguelins","Creature_Humanoides","3","MCBatCab","12","","","","","","goguelin.jpg","0","0","","90","666","40","Terrestre_Marin","Terrestre_Marin_Volant","2","30","45","25","3","4","5","5","7","2","35","","","","","","","","","","","","","","","","","Spy","Vivant","Vivant_Monstre_Mort_Magique","1","","","","Chasse_Faibles","7","yes","","","","","","","20160529131116","","","","","","","","Vol","20","","","","","","","HLL","","Rencontre","","","","","","","Ignore","Moitier","yes","","","","","","","","","","1","","2","","","","","","","","","","35","Omnivore",""
"1222","Draugr","Creature_Mort","6","MCTrav","256","","Necro_Magie","","_Icy_Glacier_Snow Fields_","","degyeti.jpg","0","0","","90","55","30","Terrestre","Terrestre","1","45","45","30","7","7","20","27","8","2","30","","","","","","","15","Paysan","1","Cuir vivant","1","Runes de givre","2","Pierres de vie","10","5","Mil","Mort","Vivant_Monstre_Mort_Mecanique_Magique","1","35","","","Attaque","5","","","","Nécropole","Kylmä","2","14","20160529131634","_Cadavres frais_Pierres de vie_","4","Charnier","Draugr","","","","Confusion","3","","","Necromancie","","","","","","Rencontre","Bardes","no","","","yes","","","Moitier","nocturne_paralysation","","","01_Cromlech","","Kylmä","Ne peut être construit que sur un terrain enneigé.","","","Tumulus","2","20","20","Crypte abandonnée","","","","","Gemmes","2","","","100","Charognard",""
"1223","Léchi","Creature_Nature","9","MCTrav","1618","","","","","","gspirit.jpg","0","0","","85","120","75","Terrestre","Terrestre","1","75","35","50","16","20","50","95","6","2","100","","","","","","","","","","","","","","","","","Spy","Magique","Vivant_Monstre_Mort_Mecanique_Batiment_Magique","4","","","","Attaque","1","","","","","","","","20160529131634","","","","","","","","","","","","","","","","","","Rencontre","","","","Elementaux","yes","","Moitier","","vanhelsing","","","","","Ent","","","","","7","","","","","","","","","","","","100","Vegetarien",""
"1224","Kiflot","Navire","9","MCBatCab","206","","Navig","","","","Kiflot.jpg","80","400","","50","5","0","Terrestre_Marin","Marin","2","5","25","0","40","10","35","220","5","0","65","","","","","_Couv1_","8","6","Gabare","1","Chevrons de construction","10","Bois","3","Metal","5","1","Boa","Mecanique","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","1","","","","Gobelingénieur","","","8","20160529131116","","","","","","","","Confusion","10","","","","","","","PVOrcGob","","Rencontre","","","","","","","","Double","","","OR","01_Chantier naval","","","","","","","20","79","79","","Chevrons de construction","1","","","","","","","45","Charognard",""
"1225","Retranchement","Batiment_Militaire","0","","143","","Construct","","","","retranchsap.jpg","0","0","_Mercenaire_Milicien","65","40","30","Terrestre","Terrestre_Marin_Volant","3","30","0","10","5","5","50","150","0","0","100","","","","","_Couv1_","10","10","Camp","1","Pierre","10","Chevrons de construction","4","Acier","3","1","Bld Spy","Batiment","Vivant_Monstre_Mort_Mecanique","1","","","","Inoffensif","","no","","","Sapeur (v)","Sapeur","x4","10","20160729211051","","","","","","","","","","yes","","Camp","Batiment delabre","","","","","","","yes","","","","","Moitier","Moitier","demolition","_Capitaine_Mercenaire_Milicien_Marchand_Espion_Eclaireur_Saltimbanque_Brigand","","","","","","","","","175","72","72","","Bois","2","","","Charbon","6","5","","100","Omnivore",""
"1226","Gnoblars","Soldat","4","MCEclaireurs","1","","Techno_Att","","","","gnoblars.jpg","0","0","","65","75","20","Terrestre","Terrestre_Marin_Volant","2","15","40","10","3","3","0","4","3","1","35","","","","","","","1","Infanterie gobline","9","Metal","2","Bois","2","Cuir","2","12","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Grokan","","","3","20160609145109","","","Fabrik Darm","Chef Gob","","","","","","","","","","Les Gnoblars forment le corps d&apos;artilleurs peaux vertes. &#xD;&#xA;","","PVGob_UGenie","","","","","","Gobelins","","","Double","","","","OR","","","","","","","","1","1","1","","","","","","","","","","15","Charognard",""
"1227","Gnoblars (v)","Soldat","4","MCEclaireurs","2","","Techno_Att","","","","gnoblars.jpg","0","0","","65","75","20","Terrestre","Terrestre_Marin_Volant","2","15","40","10","3","3","0","4","3","1","50","","","","","","","1","Gnoblars","12","Metal","1","Pain","1","","","12","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Fabrik Darm","Gnoblars","6","3","20160325123002","","","Kiflot","","","","","","","","","","","Les Gnoblars forment le corps d&apos;artilleurs peaux vertes. &#xD;&#xA;","","PVGob_Ugenie","","","","","","Gobelins","","","","","demolition","","OR","","","","","","","","1","2","2","","","","","","","","","","15","Charognard",""
"1228","Novices","Soldat","5","MCEclaireurs","3","","Populo_Chasse","","","","barbgeux.jpg","0","0","","70","35","15","Terrestre","Terrestre","1","25","15","20","4","5","5","11","7","1","35","","","","","","","","Manants","1","Metal","2","Bois","1","Pain","1","6","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Village Barbare","","","1","20160614134612","","","Village nomade","Arsenal","","","","Pillage","","","","","","","","Barbare","","","","","","Conscrits","","","Double","Moitier","","","BA","01_Camp barbare","","","","","","","2","1","1","","","","","","Moral","6","","","30","Omnivore",""
"1229","Novices (v)","Soldat","5","MCEclaireurs","6","","Populo","","","","barbgeux.jpg","0","0","","75","45","15","Terrestre","Terrestre","1","25","20","20","5","5","5","13","8","1","45","","","","","","","3","Novices","12","Metal","3","Cuir","2","","","12","Spy","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Dun","","","1","20160614134612","","","","","","","","Pillage","","","","","","","","Barbare","","","","","","Conscrits","","","Double","Moitier","","","BA","01_Arsenal","","","","","","","2","2","1","","","","","","","","","","45","Omnivore",""
"1230","Ixwa","Soldat","5","MCEclaireurs","6","","Populo_Chasse","","","","original.jpg","0","0","","70","30","15","Terrestre","Terrestre_Volant","2","30","25","15","4","4","10","14","5","1","35","","","","","","","","Manants","1","Metal","2","Bois","2","Cuir","1","6","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Village Mahoud","","","1","20160319173343","","","Village Mumack","Arsenal","","","","","","","","","","","","Mahoud","","","","","","Conscrits","","","Double","Tiers","","","BA","01_Campement Mahoud","","","","","","","2","1","1","","","","","","Moral","6","","","30","Omnivore",""
"1231","Ixwa (v)","Soldat","6","MCEclaireurs","12","","Populo","","","","original.jpg","0","0","","70","30","15","Terrestre","Terrestre_Volant","2","35","35","15","4","5","15","16","6","1","50","","","","","","","","","","","","","","","","6","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","","","","","Experience","","","1","20160301115225","","","","","","","","","","","","","","","","Mahoud","","","","","","Conscrits","","","Double","Tiers","","","BA","","","","","","","","2","","","","","","","","","","","","40","Omnivore",""
"1232","Balayeur","Civil","5","MCFanLeger","2","","Populo","","","","sweepers.jpg","0","0","","55","20","0","Terrestre","Terrestre","1","20","20","6","3","4","5","10","4","0","25","","","","","","","2","Manants","1","Bois","1","Nourriture","2","","","1","Pce","Vivant","Vivant_Monstre_Mort","1","","","","Defense","","yes","","","Réserve","","","0","20160301132800","","","","","","","","","","","","Amenagements","","Les balayeurs permettent d&apos;améliorer l&apos;hygiene d&apos;une ville évitant ainsi l&apos;apparition des épidémies","","","2","Citoyen","","","","Civils","","","Double","Moitier","","","","","","","","","","","4","5","5","","","","","","","","","","25","Omnivore",""
"1233","Colleteur","Civil","5","MCEclaireurs","2","","Populo_Chasse","","","","poacher2.jpg","0","0","_Brigand_Saltimbanque","65","85","20","Terrestre","Terrestre","1","20","20","15","3","4","5","10","5","0","20","","","","","","","3","Gueux","1","Bois","2","Metal","1","Nourriture","2","1","Pce","Vivant","Vivant_Monstre_Mort_Mecanique","","","","","Inoffensif","","","","","Réserve","","","2","20160706170941","_Gibier_","3","","","","","","","","","","Viande","","","","Recolteurs","","Citoyen","","","","Civils","","","Double","Moitier","","","","","","","","","","","4","6","6","","","","","","","","","","20","Omnivore",""
"1234","Boucher","Civil","5","MCFanLeger","2","2","Agri_Chasse","","","","meatsell.jpg","0","0","","55","25","0","Terrestre","Terrestre","1","20","20","6","3","4","5","10","4","0","25","","","","","","","2","Manants","1","Gibier","4","Metal","1","Bois","1","1","Pce","Vivant","Vivant_Monstre_Mort","","","","","Defense","1","","Viande","","Boucherie","","","3","20160224015349","","","Boucher","Cuisinier","","","","","","","","Viande","","","","","","Citoyen","","","","Civils","yes","","Double","Moitier","","","","","","","","","","","5","6","6","","","","Boucherie","","","","","","20","Omnivore",""
"1235","Briquetier","Civil","5","MCFanLeger","2","4","Artisan_Construct","","","","","0","0","","55","25","0","Terrestre","Terrestre","1","20","20","6","3","4","5","10","4","0","25","","","","","","","2","Gueux","1","Chevrons de construction","2","Moral","6","","","1","Pce","Vivant","Vivant_Monstre_Mort","","","","","Inoffensif","4","","Pierre","","Bibliothèque","","","3","20160301130504","","","Briquetier","Collège d&apos;artisans","","","","","","","","Ateliers","","","","","","Citoyen","","","","Civils","yes","","Double","Moitier","","","","","","","","college","","","5","6","6","","","","Collège d&apos;artisans","","","","","","20","Omnivore",""
"1236","Mégissier","Civil","5","MCFanLeger","2","75%","Artisan","","","","tanneur.jpg","0","0","","55","25","0","Terrestre","Terrestre","1","20","20","6","3","4","5","10","4","0","25","","","","","","","3","Gueux","1","Bois","3","Metal","1","Pierre","3","1","Pce","Vivant","Vivant_Monstre_Mort","","","","","Inoffensif","1","","Cuir","","Collège d&apos;artisans","","","3","20160224015349","","","Tannerie","Tanneur","","","","","","","","Ateliers","","","","","","Citoyen","","","","Civils","yes","","Double","Moitier","","","","","","","","","","","5","6","6","","","","Tannerie","Mégissier","Moral","6","","","20","Omnivore",""
"1237","Papetier","Civil","5","MCFanLeger","2","50%","Artisan","","","","","0","0","","55","25","0","Terrestre","Terrestre","1","20","20","6","3","4","5","10","4","0","25","","","","","","","3","Manants","1","Bois","2","Vegetaux","5","Pierre","1","1","Pce","Vivant","Vivant_Monstre_Mort","","","","","Inoffensif","2","","Papier","","Collège d&apos;artisans","","","5","20160301130504","","","Papeterie","Scribe","","","","","","","","Ateliers","","","","","","Citoyen","","","","Civils","yes","","Double","Moitier","","","","","","","","college","","","5","4","4","","","","Papeterie","Papetier","Moral","6","","","20","Omnivore",""
"1238","Alambic","Machine","0","","0","75%","Alchi","","","","alambic.jpg","0","0","_Espion_Saltimbanque","0","35","0","Terrestre","","","0","0","0","0","0","25","50","0","0","50","","","_Brigand","","","","7","","","Spiritueux","1","Charbon","5","Pierre","2","1","Pce","Mecanique","","","","","","Inoffensif","","no","Spiritueux","","Alchimiste","","","5","20160301134238","","","Gobalchimiste","Alambic","","","","","","","","Ateliers","","","","","","","","","","","","","","","","","","","","","","","","","5","16","16","","Charbon","1","","Contrebandiers","Metal","3","","","100","Omnivore",""
"1239","Machiniste","Civil","5","MCFanLeger","3","20%","Techno","","","","mecanobis.jpg","0","0","","55","25","0","Terrestre","Terrestre_Marin_Volant","1","20","20","6","3","4","5","10","4","0","25","","","","","","","8","Paysan","1","Papier","2","Engrenages","1","","","2","Pce","Vivant","Vivant_Monstre_Mort_Mecanique_Batiment","1","","","","Inoffensif","2","","Engrenages","","Atelier","","","10","20160702192358","","","Ingénieur","Maître forgeron","Outillage","2","","Sabotage","30","","","Ateliers","","","","","","Citoyen","","no","","","yes","yes","","","demolition","_Brigand_Saltimbanque_Eclaireur_Espion_Marchand_Milicien_Mercenaire_Capitaine","","01_Ingénieur","","","","college","","","10","18","18","","","","Atelier","Machiniste","","","","","20","Omnivore",""
"1240","Carcasses","Soldat","5","MCFanLeger","30","","Necro","","","","sqfant.jpg","0","0","","50","35","20","Terrestre","Terrestre_Marin","1","37","37","8","6","6","35","16","5","2","100","","","","","","","6","Zombie","1","Pierres de vie","6","Acier","4","Bois","3","9","Mil","Mort","Vivant_Monstre_Mort_Mecanique","1","","","","Attaque","18","yes","","","Mausolée maudit","","","5","20160615103036","","","Ossuaire","","","","","Confusion","1","","","Necromancie","","","","","-1","Rencontre","Bardes","","","Squelettes","","","","Moitier","lune","","","","","Squelettes","","","","","0","3","3","","","","","","","","","","100","Charognard",""
"1241","Cavalerie Mahoud","Soldat","12","MCCheval","21","","Att_Chasse","","","","theuroporoi.jpg","0","0","","65","20","10","Terrestre","Terrestre","2","50","40","0","6","5","15","18","11","1","50","","","","","","","12","Paysan","1","Metal","6","Vegetaux","36","Nourriture","12","24","Mil","Vivant","Vivant_Monstre_Mort_Mecanique","2","","","","Attaque","15","no","","","Marabout","","","5","20160301115225","","","","","","","","","","","","","","","","Mahoud_Cavalier","","","","","","Soldats","","","Double","Moitier","","","BA","01_Ecuries","","","","","","","5","3","3","","","","","","Cuir","12","","","50","Mixte",""
